Name,NamensherkunftWikidata,Postleitzahl,OSMWayIDs,Geometry
Wasserburger Landstraße,Q259617,85591/85598,3631661/28983492/59565108/59565109/59565113/85225631/161751413/161751415/166018164/172906608/210386349/210386350/210386355/210386357/210386359/234086360/234086364/698914234/698914235/698914236/772547669/772547670/772547672/772547673/983533085/1192812154/1193070245,"MULTILINESTRING ((11.771103 48.0961828, 11.7701386 48.0966088, 11.7697246 48.0967642), (11.771103 48.0961828, 11.7716416 48.0959838, 11.7717663 48.0959377), (11.7702171 48.0964654, 11.771103 48.0961828), (11.769942 48.0965532, 11.7702171 48.0964654), (11.7689371 48.0969232, 11.769942 48.0965532), (11.7686066 48.0970449, 11.7689371 48.0969232), (11.7681058 48.0972251, 11.7683542 48.0971357, 11.7686066 48.0970449), (11.7681058 48.0972251, 11.7681366 48.0971484, 11.7682104 48.0971016, 11.7682974 48.0970317, 11.768353 48.0969691, 11.7683908 48.0969217, 11.7684092 48.0968595), (11.7673762 48.0974776, 11.7681058 48.0972251), (11.7717663 48.0959377, 11.7726281 48.0956367), (11.7726281 48.0956367, 11.7730366 48.095495), (11.7730366 48.095495, 11.7745525 48.0949692), (11.7745525 48.0949692, 11.7745996 48.0949533, 11.7758313 48.0945531, 11.7799077 48.0931563), (11.7799077 48.0931563, 11.7807447 48.0928794, 11.7822205 48.0923705), (11.7822205 48.0923705, 11.7830837 48.0920795, 11.7833138 48.0920019), (11.7833138 48.0920019, 11.7834891 48.0919464), (11.7834891 48.0919464, 11.7840599 48.0917648), (11.7840599 48.0917648, 11.78446 48.0916491, 11.7848719 48.0915368, 11.7856126 48.0913695, 11.7862807 48.0912345, 11.7869562 48.0911164, 11.7887103 48.0908638, 11.7901843 48.0906437), (11.7901843 48.0906437, 11.7916312 48.0904277, 11.7924263 48.0903077), (11.7924263 48.0903077, 11.7931553 48.0901791), (11.7931553 48.0901791, 11.793893 48.0900143, 11.7947831 48.0897782), (11.7798508 48.0927815, 11.7799043 48.0930854, 11.7799077 48.0931563), (11.7797681 48.0923115, 11.7798378 48.0927208, 11.7798508 48.0927815), (11.7697246 48.0967642, 11.7694513 48.0968561), (11.7694513 48.0968561, 11.7688556 48.0970728, 11.768672 48.0971396), (11.768672 48.0971396, 11.7683108 48.0972669), (11.7683108 48.0972669, 11.7678337 48.0974351))"
Watzmannstraße,Q163919,85598,4684821/1193279863,"MULTILINESTRING ((11.7956711 48.0923759, 11.795678 48.0923136, 11.7956399 48.0920988, 11.7955875 48.0919031, 11.795558 48.0917867, 11.7955119 48.0916045, 11.7954498 48.0913884, 11.795345 48.091036, 11.7952574 48.0907411), (11.7952574 48.0907411, 11.7951026 48.0903742))"
Weidenstraße,Q36050,85598,4684744,"MULTILINESTRING ((11.803437 48.0978731, 11.804337 48.0977778, 11.8049037 48.0977178))"
Weißdornweg,Q132557,85598,24964592/1017984968,"MULTILINESTRING ((11.7969115 48.0994164, 11.7974481 48.1004078, 11.7977698 48.100326), (11.7977698 48.100326, 11.7972072 48.0993448))"
Weißenfelder Straße,Q15061740,85599,4047031,"MULTILINESTRING ((11.7869666 48.1409779, 11.7869089 48.1409379, 11.7868234 48.1408971, 11.7867179 48.140863, 11.7865968 48.1408371, 11.7862192 48.1407778, 11.7860437 48.1407482, 11.7859149 48.1407207, 11.7857938 48.1406874, 11.7856694 48.1406511, 11.7855128 48.1405962, 11.7849353 48.1403643, 11.7843989 48.1401397, 11.7831469 48.1396027, 11.7825459 48.1393511, 11.7822703 48.139236))"
Weißenfelder Straße,Q15061740,85622,24245994/144655316/144655318/157145834,"MULTILINESTRING ((11.7613815 48.1430751, 11.7613126 48.1431279, 11.76123 48.1431752, 11.761088 48.1432348, 11.7609672 48.1432933, 11.7608278 48.1433753, 11.7607236 48.1434518, 11.7606184 48.1435593, 11.7603912 48.1439342, 11.7601918 48.1443603, 11.7596525 48.1455191, 11.7589321 48.1470366, 11.7585771 48.1477973, 11.7582191 48.1485532, 11.7581422 48.148716, 11.7578349 48.1492153, 11.7574851 48.1497291, 11.7571603 48.1501739, 11.7568357 48.150604, 11.756395 48.151069, 11.7562759 48.1511853), (11.7613815 48.1430751, 11.7614155 48.1430019, 11.7614154 48.1429341, 11.7614121 48.1428708), (11.7614121 48.1428708, 11.7613613 48.1423597), (11.7613613 48.1423597, 11.7613474 48.1421562, 11.7613195 48.1416627, 11.7613211 48.1413144, 11.7614027 48.1410209, 11.7621532 48.1389083, 11.7624334 48.1381433, 11.7628911 48.1369011))"
Weißenfelder Straße,Q15061740,85622,30072719/344078938/727268795,"MULTILINESTRING ((11.7524015 48.143969, 11.7532569 48.1431938, 11.7542878 48.1422618, 11.7545983 48.1419801, 11.7549146 48.1416873, 11.7554648 48.1411915), (11.7554648 48.1411915, 11.7568655 48.1399186, 11.7575175 48.1393245, 11.7578486 48.1390293, 11.7580254 48.138866, 11.7582365 48.1386761), (11.7505532 48.1453701, 11.7506847 48.1453019, 11.7508049 48.1452354, 11.7510422 48.1450997, 11.7512264 48.1449803, 11.7513337 48.1449024, 11.7514457 48.1448152, 11.7516417 48.1446437, 11.7518295 48.1444843, 11.7520198 48.1443118, 11.7524015 48.143969))"
Weißenfelder Straße,Q15061740,85622,157145835,"MULTILINESTRING ((11.7564545 48.1330101, 11.7560201 48.1329368, 11.7555053 48.1328661, 11.7535579 48.1326195, 11.7519079 48.1324093, 11.7514427 48.1323005, 11.7503452 48.1319953, 11.7496484 48.1318054, 11.7486199 48.1314956, 11.747877 48.1312587, 11.7475957 48.131169, 11.7444142 48.1302765, 11.7425195 48.1298001))"
Wendelsteinstraße,Q819671,85591,4644364/492694565/732181474,"MULTILINESTRING ((11.7701229 48.1051226, 11.7703489 48.105053, 11.7704492 48.1050292, 11.7704887 48.1050219, 11.7705363 48.1050147, 11.7706122 48.1050111, 11.7706826 48.1050103, 11.770793 48.1050147), (11.7677209 48.1061989, 11.7682175 48.1059611, 11.7683815 48.1058811, 11.7688016 48.1056914, 11.7691296 48.1055366, 11.7692837 48.1054629, 11.7696592 48.1052972, 11.7699083 48.1052022, 11.7701229 48.1051226), (11.770793 48.1050147, 11.7710162 48.1050328))"
Werner-Egk-Straße,Q458775,85591,177187378,"MULTILINESTRING ((11.7743536 48.1109086, 11.7739965 48.1105648, 11.7739836 48.1105344, 11.7740084 48.1105054, 11.7745001 48.1101874, 11.7746189 48.1101428, 11.7747318 48.110176, 11.7751457 48.1104959))"
Wieselweg,Q145201,85598,24964498,"MULTILINESTRING ((11.7912857 48.1031505, 11.7927602 48.104764))"
Wiesenweg,Q7777019,85598,171247871/832326756/1059873145,"MULTILINESTRING ((11.7966479 48.1150009, 11.7965177 48.1150021, 11.7962716 48.1150111, 11.7961058 48.1150564, 11.7959344 48.1150852, 11.7956901 48.1150881, 11.7953868 48.1150784, 11.7946983 48.115139, 11.7945552 48.1151958), (11.7945552 48.1151958, 11.7945437 48.115227, 11.7944279 48.1155712, 11.7943404 48.1156699), (11.7943404 48.1156699, 11.793975 48.1155958, 11.793889 48.115619, 11.7938467 48.1156806))"
Winterstraße,Q1311,85598,132866388,"MULTILINESTRING ((11.7978647 48.0977287, 11.7979129 48.0986546, 11.7979483 48.098792, 11.798007 48.0989332, 11.7981545 48.0991879))"
Wolfesinger Straße,Q111081410,85646,24943910/787577698/787577699,"MULTILINESTRING ((11.8341994 48.1273387, 11.8341718 48.1272977, 11.8341023 48.1272458, 11.8338917 48.1271697, 11.833845 48.1271528), (11.833845 48.1271528, 11.8335776 48.1270632, 11.8333238 48.1269572), (11.8333238 48.1269572, 11.8330935 48.1267962))"
Zaunkönigweg,Q25740,85591,4604244,"MULTILINESTRING ((11.7645235 48.1057396, 11.7644555 48.1057109, 11.7641563 48.1055863, 11.7632097 48.1051919, 11.7624128 48.1048689))"
Zeisigstraße,Q5261336,85591,4644384,"MULTILINESTRING ((11.7622232 48.1058141, 11.7622968 48.1058292, 11.7625956 48.1059142, 11.7628545 48.1059697, 11.7631334 48.1060225, 11.7632369 48.1060353, 11.7633404 48.106048, 11.7634421 48.1060732, 11.7637482 48.1062406))"
Zornedinger Weg,Q226775,85598,4616205,"MULTILINESTRING ((11.7983776 48.1146033, 11.7985886 48.114493, 11.7988444 48.1143805, 11.7989794 48.1143071, 11.7990953 48.1142364, 11.7992905 48.114094, 11.7994117 48.1139917, 11.7994468 48.1139621))"
Zornedinger Weg,Q226775,85591/85598,49801399,"MULTILINESTRING ((11.781312 48.1068801, 11.7812256 48.1069832, 11.7810876 48.1071479, 11.7808502 48.107412, 11.7803163 48.1077111, 11.7797631 48.1080076, 11.7785233 48.1086712))"
Zugspitzstraße,Q3375,85591,32988509/33094487/157296431/299274774/299285305/554526437/738935185/991621792,"MULTILINESTRING ((11.7711956 48.1027823, 11.7708881 48.1028418, 11.7708992 48.1030779, 11.7709025 48.103148), (11.7709025 48.103148, 11.7709101 48.1033112, 11.7709191 48.1034492, 11.7709298 48.1034869), (11.7658464 48.1047134, 11.7659844 48.104635, 11.7663981 48.1044475, 11.7666917 48.1043334, 11.7669213 48.1042564, 11.7669601 48.104246, 11.7672152 48.1041777, 11.7674645 48.1041115, 11.7679367 48.1040048, 11.7681928 48.103947, 11.7684961 48.1038792, 11.7690331 48.1037592, 11.7691099 48.1037396, 11.7691481 48.1037312, 11.7695569 48.1036352, 11.7696024 48.103626, 11.7698416 48.1035774, 11.7700646 48.1035469, 11.7703367 48.1035214, 11.7709298 48.1034869, 11.7712633 48.1034437, 11.7714349 48.1033944), (11.7714349 48.1033944, 11.7716428 48.1033236, 11.7721603 48.1032004, 11.7736932 48.1028357, 11.7747446 48.102627, 11.7752281 48.102531, 11.7755523 48.1024665, 11.7766245 48.1022732), (11.7766245 48.1022732, 11.7769981 48.1021978, 11.7770962 48.1021774, 11.7779524 48.1020069, 11.7782378 48.10195, 11.7793649 48.1017179), (11.7797215 48.1012872, 11.7794219 48.1016595, 11.7793649 48.1017179), (11.7793649 48.1017179, 11.7795493 48.1017213, 11.7808093 48.1020185), (11.7808093 48.1020185, 11.7812653 48.1021355, 11.7816075 48.1022233, 11.7821754 48.102419, 11.7823283 48.1024671, 11.7825724 48.1025554, 11.7835742 48.1029061, 11.7851828 48.1034882, 11.785495 48.1036314, 11.785546 48.103669, 11.7855707 48.1037618, 11.7855928 48.1038794))"
